budget,genres,original_language,popularity,production_companies,production_countries,revenue,runtime,title,vote_average,vote_count,cast,release_year,release_month,release_day,Profit,roi
24000000,2,4,20.69219,1,141,68729358,93.0,The Men Who Stare at Goats,5.9,742,1,2009,10,17,44729358,186.37232500000002
17000000,82,4,7.701041,3,2086,16980098,95.0,Win a Date with Tad Hamilton!,5.5,160,1,2004,1,23,-19902,-0.1170705882352941
24000000,1,4,6.589193,1,2086,16290976,87.0,Muppets from Space,5.8,92,1,1999,7,14,-7709024,-32.12093333333333
24000000,1,4,2.753313,1,2086,21049053,134.0,The Wiz,5.9,58,1,1978,10,24,-2950947,-12.2956125
24000000,1,4,3.113009,3,2086,12372410,107.0,Ready to Rumble,4.7,49,1,2000,4,7,-11627590,-48.44829166666666
24000000,68,4,5.566203,15,2086,8434146,124.0,Play It to the Bone,5.7,53,1,1999,12,25,-15565854,-64.857725
24000000,17,4,8.630825,4,2086,30551495,89.0,I Don't Know How She Does It,5.0,141,1,2011,9,16,6551495,27.297895833333335
24000000,11,4,23.343839,1,2086,83188165,88.0,Piranha 3D,5.3,581,1,2010,8,20,59188165,246.61735416666664
28000000,1,4,2.439184,1,67,669276,72.0,The Thief and the Cobbler,6.8,26,1,1993,9,23,-27330724,-97.60972857142856
24000000,2,4,26.324874,1,2086,23081726,98.0,Faster,6.1,568,1,2010,11,23,-918274,-3.8261416666666666
24000000,1,13,49.549984,1,11,234710455,119.0,Howl's Moving Castle,8.2,1991,1,2004,11,19,210710455,877.9602291666666
23600000,11,4,57.300674,1,2086,102391382,88.0,Zombieland,7.2,3550,1,2009,10,7,78791382,333.86178813559326
23000000,185,4,23.839127,15,2086,185991646,90.0,The Waterboy,5.9,512,1,1998,11,6,162991646,708.6593304347825
19000000,4,4,33.872182,1,2086,141407024,118.0,Bad Boys,6.5,1699,1,1995,4,7,122407024,644.2474947368421
23000000,36,4,38.799596,1,2086,53302314,98.0,Final Destination,6.4,1378,1,2000,3,16,30302314,131.74919130434785
12500000,195,4,20.317469,1,2086,75993061,101.0,The Ides of March,6.5,910,1,2011,9,24,63493061,507.944488
23000000,1,4,18.493202,1,2086,53187659,108.0,Pitch Black,6.7,1789,1,2000,2,18,30187659,131.25069130434784
23000000,1,4,53.682367,1,7,47351251,126.0,Her,7.9,4097,1,2013,12,18,24351251,105.87500434782609
23000000,3,4,11.183197,1,2086,36642838,97.0,Joy Ride,6.3,325,1,2001,10,5,13642838,59.316686956521735
25000000,2,4,8.842722,1,1,6399,99.0,The Adventurer: The Curse of the Midas Box,5.1,73,1,2013,12,5,-24993601,-99.97440399999999
23000000,19,4,8.976738,1,2086,18653615,114.0,Anywhere But Here,5.9,66,1,1999,11,12,-4346385,-18.89732608695652
23000000,32,4,26.257951,1,6,33372606,93.0,Haywire,5.6,505,1,2011,11,6,10372606,45.09828695652174
23000000,2,4,12.777008,33,2086,51881013,89.0,Jaws: The Revenge,3.5,224,1,1987,7,17,28881013,125.56962173913044
23000000,195,4,6.921263,13,12,10827816,102.0,The End of the Affair,6.6,55,1,1999,12,3,-12172184,-52.922539130434785
23000000,32,4,12.869436,1,2086,7434726,98.0,Harley Davidson and the Marlboro Man,6.1,82,1,1991,8,23,-15565274,-67.67510434782609
23000000,1,4,15.676123,1,2086,29541790,124.0,In the Valley of Elah,6.6,261,1,2007,8,31,6541790,28.4425652173913
23000000,19,4,5.494047,1,2,9366227,86.0,Cheri,5.9,56,1,2009,2,10,-13633773,-59.27727391304348
23000000,89,4,6.618149,1,141,16123851,141.0,Vanity Fair,5.5,73,1,2004,9,1,-6876149,-29.896299999999997
23000000,1,1,7.876883,1,4,5837674,139.0,Bodyguards and Assassins,6.5,57,1,2009,12,18,-17162326,-74.61880869565218
25000000,60,4,35.169779,1,2086,94679598,104.0,1408,6.5,1343,1,2007,7,12,69679598,278.718392
22700000,5,4,39.890798,1,2086,38119483,96.0,Spaceballs,6.7,902,1,1987,6,24,15419483,67.92723788546256
22500000,3,4,22.096286,1,36,15520023,112.0,The Water Diviner,6.8,431,1,2014,12,25,-6979977,-31.022119999999997
22000000,2,4,41.967005,46,2086,505000000,127.0,Ghost,6.9,1339,1,1990,7,12,483000000,2195.4545454545455
23000000,17,4,57.110486,25,2086,369884651,119.0,There's Something About Mary,6.5,1590,1,1998,7,15,346884651,1508.1941347826087
22000000,2,4,16.234053,1,2086,189833357,97.0,The Santa Clause,6.3,489,1,1994,11,10,167833357,762.8788954545454
20000000,6,4,11.263361,1,2086,75597042,127.0,The Rookie,6.5,110,1,2002,3,25,55597042,277.98521
22000000,18,4,20.699212,1,2086,147880543,110.0,The Game Plan,6.0,428,1,2007,9,28,125880543,572.1842863636364
24000000,89,4,17.606087,1,2086,182016617,135.0,The Bridges of Madison County,7.3,385,1,1995,5,28,158016617,658.4025708333332
22000000,17,4,13.786075,1,2086,84772742,84.0,The Animal,4.6,304,1,2001,6,1,62772742,285.33064545454545
22000000,32,4,35.227212,1,1,77737889,191.0,Gandhi,7.4,716,1,1982,11,30,55737889,253.3540409090909
22000000,195,4,27.898438,1,1,88880821,122.0,The Hundred-Foot Journey,7.3,508,1,2014,8,6,66880821,304.0037318181818
22000000,1,4,23.218144,28,2086,110627965,114.0,The Net,5.6,354,1,1995,7,28,88627965,402.8543863636363
22000000,195,4,26.071644,26,2086,92542418,132.0,I Am Sam,7.2,530,1,2001,12,28,70542418,320.64735454545456
22000000,195,4,9.175762,1,2086,67800064,138.0,Son of God,5.9,83,1,2014,2,28,45800064,208.1821090909091
22000000,3,4,81.829237,1,1,95708457,121.0,Underworld,6.6,2512,1,2003,9,19,73708457,335.0384409090909
22000000,34,4,17.7091,1,141,57479076,108.0,Derailed,6.1,319,1,2005,11,11,35479076,161.26852727272728
22000000,2,4,17.772518,1,2086,35424826,108.0,The Informant!,6.0,301,1,2009,9,18,13424826,61.021936363636364
22000000,185,4,10.259461,1,2086,22400154,83.0,Deuce Bigalow: European Gigolo,4.7,225,1,2005,8,6,400154,1.818881818181818
26000000,185,4,30.114383,1,2086,51164106,105.0,Delivery Man,6.2,551,1,2013,10,10,25164106,96.78502307692308
22000000,2,4,12.887673,1,2086,19351569,90.0,Saving Silverman,5.4,154,1,2001,2,9,-2648431,-12.038322727272726
22000000,18,4,13.410919,7,2086,77112176,94.0,Diary of a Wimpy Kid: Dog Days,6.0,223,1,2012,8,2,55112176,250.5098909090909
22000000,185,4,21.865021,1,2086,33788161,104.0,Jay and Silent Bob Strike Back,6.4,480,1,2001,8,22,11788161,53.58255
30000000,34,4,9.448517,1,2086,23619609,106.0,The Glass House,5.4,201,1,2001,9,14,-6380391,-21.26797
22000000,2,4,39.006187,1,2086,63647656,106.0,"Hail, Caesar!",5.7,1309,1,2016,2,5,41647656,189.30752727272727
22000000,32,4,35.737655,1,2086,43058898,100.0,Homefront,6.4,875,1,2013,11,27,21058898,95.72226363636364
22000000,1,4,4.365196,26,1,13555988,95.0,The Little Vampire,6.1,77,1,2000,10,27,-8444012,-38.38187272727273
22000000,1,4,14.725467,2,2086,10696210,104.0,RoboCop 3,4.2,305,1,1993,4,17,-11303790,-51.380863636363635
25000000,3,4,25.002715,2,1,72629670,96.0,The Transporter Refueled,5.2,559,1,2015,9,3,47629670,190.51868000000002
21000000,3,16,13.906611,1,1,26193068,145.0,Black Book,7.2,277,1,2006,9,1,5193068,24.728895238095237
22000000,5,4,48.784734,1,1,15447154,92.0,Before I Go to Sleep,6.2,659,1,2014,9,3,-6552846,-29.785663636363637
22000000,5,4,9.088209,1,2086,12000000,121.0,Sorcerer,7.4,98,1,1977,6,24,-10000000,-45.45454545454545
22000000,195,4,12.445176,1,2086,9479718,105.0,Stone,5.2,192,1,2010,10,7,-12520282,-56.91037272727273
22000000,4,4,29.230298,1,2086,15400000,116.0,Out of the Furnace,6.5,720,1,2013,12,6,-6600000,-30.0
25000000,1,4,18.961323,1,2086,92991835,119.0,Michael Clayton,6.5,501,1,2007,9,28,67991835,271.96734
22000000,1,5,14.866351,1,2,24000000,106.0,Underdogs,6.0,122,1,2013,7,18,2000000,9.090909090909092
17000000,17,4,15.013386,1,2,73244881,111.0,To Rome with Love,5.6,546,1,2012,4,20,56244881,330.85224117647056
18000000,10,4,8.700565,1,2086,70687344,136.0,Firefox,5.5,139,1,1982,6,13,52687344,292.7074666666667
9000000,68,4,20.410354,1,67,46,90.0,Death at a Funeral,6.9,497,1,2007,2,9,-8999954,-99.99948888888889
21000000,2,4,10.207065,1,6,42000000,96.0,Teenage Mutant Ninja Turtles III,5.1,184,1,1993,3,17,21000000,100.0
32000000,82,4,5.683281,1,93,40222729,106.0,Hardball,6.3,123,1,2001,9,14,8222729,25.696028124999998
21000000,19,4,63.599973,4,2086,205738714,122.0,Silver Linings Playbook,6.9,4742,1,2012,9,8,184738714,879.7081619047619
21000000,21,4,17.746981,1,93,41170784,123.0,Freedom Writers,7.5,356,1,2007,1,5,20170784,96.05135238095238
21000000,25,4,34.433521,1,6,43928932,92.0,The Transporter,6.6,1692,1,2002,10,2,22928932,109.18539047619046
20000000,3,4,26.21425,1,2086,41627431,115.0,Never Back Down,6.4,497,1,2008,3,4,21627431,108.137155
21000000,5,4,4.781538,1,2086,17762705,104.0,The Rage: Carrie 2,5.1,76,1,1999,3,11,-3237295,-15.415690476190477
17000000,19,4,10.13559,1,2086,14899417,98.0,Away We Go,6.7,189,1,2009,6,5,-2100583,-12.356370588235293
21000000,23,4,5.815881,15,2086,17600000,120.0,Swing Vote,5.8,65,1,2008,8,1,-3400000,-16.19047619047619
21000000,13,4,8.982335,1,2086,10011050,117.0,Moonlight Mile,6.5,52,1,2002,9,9,-10988950,-52.32833333333333
21000000,195,4,13.847872,1,6,970816,91.0,The Beaver,6.3,276,1,2011,2,11,-20029184,-95.37706666666666
35000000,185,4,4.189378,1,2086,69701637,114.0,The Best Little Whorehouse in Texas,5.9,41,1,1982,7,23,34701637,99.14753428571429
15000000,1,4,21.928025,1,3,2856712,97.0,eXistenZ,6.7,475,1,1999,4,14,-12143288,-80.95525333333333
18000000,6,4,68.159596,4,2086,389925971,115.0,Raiders of the Lost Ark,7.7,3854,1,1981,6,12,371925971,2066.2553944444444
18000000,1,4,81.487685,2,2086,358991681,120.0,Home Alone 2: Lost in New York,6.3,2395,1,1992,11,19,340991681,1894.3982277777777
20000000,2,4,52.456505,1,2086,303788635,135.0,Close Encounters of the Third Kind,7.2,1098,1,1977,11,16,283788635,1418.943175
38000000,60,4,9.662715,13,2086,29907685,90.0,Pulse,5.0,150,1,2006,8,11,-8092315,-21.295565789473685
20000000,17,4,25.28436,1,2086,299965036,100.0,Beverly Hills Cop II,6.1,613,1,1987,5,18,279965036,1399.82518
20000000,185,4,8.351385,1,2086,132675402,105.0,Bringing Down the House,5.4,183,1,2003,3,7,112675402,563.3770099999999
19000000,30,4,18.174804,1,2086,272742922,119.0,The Silence of the Lambs,8.1,4443,1,1991,2,1,253742922,1335.4890631578946
20000000,1,4,21.815122,46,2086,121697323,94.0,Wayne's World,6.5,728,1,1992,2,14,101697323,508.486615
20000000,1,4,20.99174,2,1,117224271,94.0,Jackass 3D,6.4,428,1,2010,10,15,97224271,486.12135500000005
20000000,60,4,19.636044,33,2086,187884007,116.0,Jaws 2,5.9,406,1,1978,6,16,167884007,839.420035
20000000,2,4,12.25264,17,2086,149281606,91.0,Beverly Hills Chihuahua,4.9,209,1,2008,10,3,129281606,646.40803
13000000,60,4,49.975409,1,2086,318000141,112.0,The Conjuring,7.4,3092,1,2013,7,18,305000141,2346.1549307692308
32000000,1,4,13.590677,1,2086,97918663,95.0,Are We There Yet?,5.2,221,1,2005,1,20,65918663,205.995821875
20000000,185,4,21.657563,1,2086,100525432,97.0,Tammy,5.0,500,1,2014,7,2,80525432,402.62716
35000000,10,4,43.057323,1,93,131282949,108.0,School of Rock,6.7,1414,1,2003,10,3,96282949,275.09414
18000000,3,4,16.470895,2,2086,122195920,101.0,Mortal Kombat,5.4,442,1,1995,8,18,104195920,578.8662222222223
37000000,185,4,28.703007,1,2086,113086475,109.0,White Chicks,6.3,679,1,2004,6,23,76086475,205.6391216216216
20000000,68,4,40.903931,1,2086,177243185,115.0,The Descendants,6.7,934,1,2011,9,9,157243185,786.2159250000001
20000000,32,4,95.9229,1,12,187000000,134.0,12 Years a Slave,7.9,3674,1,2013,10,18,167000000,835.0
20000000,1,4,4.748929,7,2086,57588485,118.0,Drumline,6.2,116,1,2002,12,13,37588485,187.94242500000001
20000000,82,4,2.986286,1,2086,60072596,121.0,Why Did I Get Married Too?,6.1,29,1,2010,4,2,40072596,200.36298000000002
20000000,3,4,47.51363,25,2086,53000000,105.0,Edward Scissorhands,7.5,3601,1,1990,12,5,33000000,165.0
20000000,89,4,53.161905,1,2086,207945075,110.0,Me Before You,7.6,2562,1,2016,6,2,187945075,939.7253750000001
1800000,25,4,15.978136,1,2086,41158757,104.0,The French Connection,7.4,422,1,1971,10,9,39358757,2186.597611111111
20000000,185,4,42.512296,1,2086,183936074,100.0,Bad Moms,6.3,1252,1,2016,7,28,163936074,819.68037
20000000,185,4,10.098722,1,4,48548426,83.0,Date Movie,3.6,222,1,2006,2,17,28548426,142.74213
20000000,2,4,15.341196,1,2,109862682,72.0,Return to Never Land,6.1,290,1,2002,2,14,89862682,449.31341
20000000,7,4,29.023184,1,141,66787908,127.0,Selma,7.4,817,1,2014,12,25,46787908,233.93954
20000000,2,4,19.819893,1,36,135680000,72.0,The Jungle Book 2,5.6,269,1,2003,2,7,115680000,578.4
20000000,1,4,11.62423,1,2086,67192859,89.0,Boogeyman,4.6,191,1,2005,2,4,47192859,235.964295
20000000,5,4,22.049787,1,2086,84146832,96.0,Premonition,5.8,381,1,2007,2,8,64146832,320.73416
30000000,18,4,9.829859,17,2086,45554533,77.0,The Tigger Movie,6.3,143,1,2000,2,11,15554533,51.848443333333336
20000000,4,4,29.295801,1,2,41596251,123.0,Orphan,6.7,1261,1,2009,7,24,21596251,107.981255
20000000,6,4,14.136476,1,2086,43967255,111.0,Max,6.8,276,1,2015,6,26,23967255,119.836275
20000000,15,4,6.064638,1,2086,86865564,86.0,Epic Movie,3.2,326,1,2007,1,25,66865564,334.32782
20000000,2,4,41.503588,1,66,88346473,128.0,Spotlight,7.8,2686,1,2015,11,6,68346473,341.732365
20000000,8,4,20.495749,1,2086,27640028,110.0,Lakeview Terrace,5.9,292,1,2008,9,19,7640028,38.20014
20000000,60,4,13.906944,1,2086,39143839,102.0,The Grudge 2,5.2,283,1,2006,10,13,19143839,95.719195
20000000,61,4,2.003047,25,2086,37672350,124.0,How Stella Got Her Groove Back,6.0,24,1,1998,8,14,17672350,88.36175
20000000,1,4,11.203335,1,2086,41237648,115.0,Man of the Year,5.8,129,1,2006,10,9,21237648,106.18824000000001
20000000,1,4,8.265317,5,2086,35841901,98.0,The Black Hole,6.1,131,1,1979,12,18,15841901,79.20950500000001
20000000,30,4,18.632156,1,141,65464324,104.0,The American,5.8,481,1,2010,8,31,45464324,227.32161999999997
20000000,195,4,6.92592,1,2086,60000000,127.0,Selena,7.0,114,1,1997,3,21,40000000,200.0
20000000,7,4,17.165039,1,2086,80547866,82.0,Vampires Suck,4.2,315,1,2010,8,18,60547866,302.73933
25000000,195,4,25.785925,1,1,135330182,143.0,Babel,6.9,1055,1,2006,9,8,110330182,441.320728
19800000,23,4,20.311684,1,2086,41296320,103.0,This Is Where I Leave You,6.5,505,1,2014,9,10,21496320,108.56727272727274
20000000,4,4,20.975165,1,2086,50907234,104.0,Doubt,7.0,435,1,2008,11,27,30907234,154.53617
32000000,1,4,26.509175,3,93,50907422,98.0,Team America: World Police,6.6,660,1,2004,10,10,18907422,59.085693750000004
20000000,60,4,26.497025,1,2086,47241945,92.0,Texas Chainsaw 3D,5.3,465,1,2013,1,3,27241945,136.209725
20000000,185,4,36.819044,13,2086,78378744,86.0,Scary Movie 5,4.6,793,1,2013,4,11,58378744,291.89372
20000000,1,4,7.902536,1,2086,31678778,158.0,Paint Your Wagon,6.2,63,1,1969,10,15,11678778,58.393890000000006
20000000,7,4,30.909699,4,2086,54586584,128.0,Milk,7.1,612,1,2008,11,26,34586584,172.93292
20000000,17,4,16.663797,1,2086,46069568,107.0,Risen,5.7,295,1,2016,2,19,26069568,130.34784
35000000,17,4,27.724913,1,36,68349884,91.0,Ghost Ship,5.3,531,1,2002,10,25,33349884,95.28538285714285
20000000,7,4,25.041992,1,2086,67200000,108.0,Wild Things,6.3,444,1,1998,3,20,47200000,236.0
20000000,34,4,14.857884,1,2086,45636368,113.0,The Debt,6.3,257,1,2010,4,11,25636368,128.18184
30000000,1,4,23.982956,1,141,47126295,113.0,High Fidelity,7.0,628,1,2000,3,17,17126295,57.087650000000004
20000000,11,4,30.387754,1,3,64822796,112.0,The Bank Job,6.6,697,1,2008,2,28,44822796,224.11398
20000000,1,4,56.481487,1,2086,72258126,108.0,Eternal Sunshine of the Spotless Mind,7.9,3652,1,2004,3,19,52258126,261.29063
20000000,82,4,19.962713,1,2086,32005248,105.0,You Again,6.0,368,1,2010,9,24,12005248,60.026239999999994
20000000,19,4,18.666876,1,2086,65569869,109.0,Street Kings,6.3,363,1,2008,4,10,45569869,227.849345
20000000,1,4,55.964605,1,67,46089287,109.0,The World's End,6.7,1778,1,2013,7,18,26089287,130.446435
20000000,1,4,28.019226,1,8,51416464,98.0,Daybreakers,6.0,634,1,2009,1,6,31416464,157.08232
20000000,82,4,16.176976,1,2086,49779728,104.0,She's Out of My League,5.9,525,1,2010,3,11,29779728,148.89864
20000000,2,4,17.237143,1,1,17425000,109.0,Monte Carlo,6.0,593,1,2011,7,1,-2575000,-12.875
9000000,60,4,4.34503,1,2086,27105095,100.0,Stay Alive,5.3,155,1,2006,3,24,18105095,201.1677222222222
20000000,5,4,12.300789,1,1,39300000,88.0,Alpha and Omega,5.3,124,1,2010,9,17,19300000,96.5
20000000,2,4,15.804814,1,2086,37597471,97.0,The Covenant,5.2,288,1,2006,9,8,17597471,87.987355
40000000,18,4,4.100942,1,6,28972508,89.0,Shorts,5.1,44,1,2009,8,21,-11027492,-27.568730000000002
20000000,1,4,12.309715,1,2086,21284514,106.0,To Die For,6.7,175,1,1995,5,20,1284514,6.4225699999999994
20000000,1,4,62.933899,1,2086,83707310,96.0,Nerve,7.1,2181,1,2016,7,27,63707310,318.53655000000003
20000000,1,4,16.074397,1,2086,20211394,115.0,Appaloosa,6.3,299,1,2008,9,12,211394,1.05697
20000000,17,4,17.145287,1,2086,36620508,101.0,My Best Friend's Girl,5.4,220,1,2008,9,19,16620508,83.10254
20000000,89,4,27.256849,1,2086,34077920,103.0,Endless Love,6.7,542,1,2014,2,12,14077920,70.3896
20000000,1,4,14.370111,1,2086,18432000,121.0,Ladyhawke,6.8,260,1,1985,3,27,-1568000,-7.84
20000000,5,4,11.090254,2,2086,18253415,114.0,Simon Birch,6.5,52,1,1998,9,11,-1746585,-8.732925
20000000,195,4,20.82778,1,2086,22222308,124.0,Reign Over Me,7.1,334,1,2007,3,23,2222308,11.11154
15000000,7,4,43.644978,1,2086,56255142,148.0,Into the Wild,7.8,3045,1,2007,9,11,41255142,275.03427999999997
20000000,61,4,8.244324,13,2086,17807569,100.0,School for Scoundrels,5.6,111,1,2006,9,29,-2192431,-10.962155
20000000,1,4,23.292761,1,1,52302796,94.0,Silent Hill: Revelation 3D,5.0,432,1,2012,10,10,32302796,161.51398
19000000,1,4,64.181668,1,2086,25836616,108.0,From Dusk Till Dawn,6.9,1603,1,1996,1,19,6836616,35.982189473684215
20000000,1,1,13.658985,28,5,100914445,99.0,Kung Fu Hustle,7.2,831,1,2004,2,10,80914445,404.572225
20000000,195,4,10.446722,1,7,73276047,128.0,The Kite Runner,7.3,394,1,2007,10,14,53276047,266.380235
20000000,8,4,32.243357,1,2086,60427839,124.0,21 Grams,7.2,918,1,2003,9,6,40427839,202.139195
20000000,13,4,9.149089,1,2086,16605763,84.0,Paparazzi,5.8,52,1,2004,9,3,-3394237,-16.971185
20000000,82,4,5.596835,1,2086,17432163,101.0,A Guy Thing,5.3,83,1,2003,1,17,-2567837,-12.839185
20000000,16,4,10.50098,1,2086,17436509,120.0,Capitalism: A Love Story,7.0,167,1,2009,9,6,-2563491,-12.817454999999999
20000000,32,4,3.011205,1,2086,15473333,199.0,The Greatest Story Ever Told,6.5,41,1,1965,2,15,-4526667,-22.633335
19500000,7,4,15.012237,1,3,34854990,111.0,Secret in Their Eyes,6.2,336,1,2015,10,14,15354990,78.74353846153846
25000000,17,4,16.238961,1,2086,14109284,87.0,Disaster Movie,3.0,240,1,2008,8,29,-10890716,-43.562864000000005
20000000,19,4,15.21229,1,2086,22942221,88.0,Armored,5.5,208,1,2009,12,4,2942221,14.711105
20000000,1,4,6.397042,1,2086,13801755,97.0,The Man Who Knew Too Little,6.5,125,1,1997,11,14,-6198245,-30.991225
20000000,82,4,19.220789,1,2086,30426096,106.0,What's Your Number?,6.2,671,1,2011,9,30,10426096,52.13048
20000000,13,4,35.232278,1,19,32204030,95.0,Lockout,5.8,715,1,2012,4,12,12204030,61.020149999999994
20000000,18,4,35.542809,1,2086,34560577,96.0,Crank: High Voltage,5.9,861,1,2009,4,16,14560577,72.80288499999999
20000000,195,4,3.476925,1,2086,13391174,123.0,One Night with the King,6.1,12,1,2006,10,13,-6608826,-33.04413
30000000,1,4,5.133744,1,2086,27674124,101.0,The Quiet American,6.4,81,1,2002,11,22,-2325876,-7.7529200000000005
20000000,68,4,14.031377,1,93,12482775,101.0,The Weather Man,6.0,289,1,2005,10,20,-7517225,-37.586124999999996
20000000,11,4,17.227376,1,2086,12398628,96.0,Undisputed,6.1,139,1,2002,8,23,-7601372,-38.006859999999996
20000000,11,4,15.66135,1,2086,17280326,108.0,12 Rounds,5.7,220,1,2009,3,19,-2719674,-13.598370000000001
20000000,2,4,19.705311,1,141,24145613,116.0,Let Me In,6.7,641,1,2010,10,1,4145613,20.728065
20000000,32,4,29.371987,1,2086,12639297,115.0,Triple 9,5.6,797,1,2016,2,19,-7360703,-36.803515
20000000,68,4,11.352693,2,2086,10686841,96.0,Deconstructing Harry,7.3,187,1,1997,8,26,-9313159,-46.565795
20000000,195,4,30.477114,1,2086,36606743,100.0,Burnt,6.3,950,1,2015,10,2,16606743,83.033715
20000000,19,4,12.643703,1,2086,16974459,105.0,Death Sentence,6.5,297,1,2007,8,31,-3025541,-15.127704999999999
20000000,17,4,9.36146,26,2086,10337477,84.0,Code Name: The Cleaner,4.7,78,1,2007,1,5,-9662523,-48.312615
20000000,185,4,6.102663,33,2086,11341016,98.0,Connie and Carla,6.4,24,1,2004,4,16,-8658984,-43.29492
8000000,2,4,0.709143,33,2086,20000000,149.0,Sweet Charity,6.5,15,1,1969,1,1,12000000,150.0
20000000,1,4,45.742217,1,2086,11110975,148.0,Inherent Vice,6.5,833,1,2014,12,25,-8889025,-44.445125000000004
20000000,3,4,8.237336,2,2086,16549477,110.0,Battle of the Year,5.9,88,1,2013,9,21,-3450523,-17.252615
20000000,4,4,2.605374,1,2086,7000000,83.0,An American Carol,4.1,20,1,2008,10,3,-13000000,-65.0
12000000,25,4,29.072964,1,2086,15008161,107.0,Machete Kills,5.3,631,1,2013,9,12,3008161,25.068008333333335
20000000,3,4,12.232048,1,6,6420319,106.0,Little Boy,7.0,185,1,2015,4,23,-13579681,-67.898405
15000000,34,4,27.133277,1,1,27462041,99.0,A Dangerous Method,6.2,571,1,2011,9,30,12462041,83.08027333333334
8700000,1,4,26.093043,1,2086,7659918,100.0,A Scanner Darkly,6.8,532,1,2006,5,25,-1040082,-11.95496551724138
20000000,1,4,9.292987,1,6,10442808,96.0,Alone in the Dark,3.1,173,1,2005,1,28,-9557192,-47.78596
20000000,1,4,7.716606,1,2086,5210988,111.0,Bandslam,5.4,126,1,2009,8,6,-14789012,-73.94506
20000000,30,4,37.629309,1,6,12007070,125.0,A Most Violent Year,6.5,546,1,2014,12,30,-7992930,-39.96465
20000000,13,4,13.032308,1,2086,4001121,135.0,I'm Not There.,6.6,195,1,2007,10,1,-15998879,-79.994395
