budget,genres,keywords,original_language,popularity,production_companies,production_countries,release_date,revenue,runtime,title,vote_average,vote_count
20000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]","[{""id"": 6075, ""name"": ""sport""}]",en,17.227376,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Amen Ra Films"", ""id"": 421}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-08-23,12398628,96.0,Undisputed,6.1,139
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10749, ""name"": ""Romance""}]","[{""id"": 3737, ""name"": ""dying and death""}, {""id"": 9622, ""name"": ""misanthrope""}, {""id"": 156181, ""name"": ""lecture""}, {""id"": 186382, ""name"": ""cardiopulmonery resuscitation""}]",en,17.98817,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Spyglass Entertainment"", ""id"": 158}, {""name"": ""Pariah"", ""id"": 11733}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-09-19,0,102.0,Ghost Town,6.4,286
20000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]","[{""id"": 6149, ""name"": ""police""}, {""id"": 8233, ""name"": ""cops""}, {""id"": 15076, ""name"": ""cat and mouse""}, {""id"": 18035, ""name"": ""family""}, {""id"": 210347, ""name"": ""revenge drama""}]",en,15.66135,"[{""name"": ""The Mark Gordon Company"", ""id"": 1557}, {""name"": ""Fox Atomic"", ""id"": 2890}, {""name"": ""20th Century Fox Home Entertainment"", ""id"": 3635}, {""name"": ""WWE Studios"", ""id"": 10339}, {""name"": ""Midnight Sun Pictures"", ""id"": 17887}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-03-19,17280326,108.0,12 Rounds,5.7,220
20000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}]","[{""id"": 3133, ""name"": ""vampire""}, {""id"": 9668, ""name"": ""child vampire""}, {""id"": 9714, ""name"": ""remake""}, {""id"": 10624, ""name"": ""bully""}, {""id"": 11336, ""name"": ""young boy""}, {""id"": 15208, ""name"": ""biting""}, {""id"": 15209, ""name"": ""dead boy""}, {""id"": 155730, ""name"": ""hammer horror""}, {""id"": 208289, ""name"": ""1980s""}]",en,19.705311,"[{""name"": ""Hammer Film Productions"", ""id"": 1314}, {""name"": ""EFTI"", ""id"": 3576}, {""name"": ""Exclusive Media Group"", ""id"": 11448}, {""name"": ""Overture Films"", ""id"": 12807}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-10-01,24145613,116.0,Let Me In,6.7,641
0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]","[{""id"": 240, ""name"": ""underdog""}, {""id"": 1701, ""name"": ""hero""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 6956, ""name"": ""treasure hunt""}, {""id"": 9713, ""name"": ""friends""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 9823, ""name"": ""rivalry""}, {""id"": 10842, ""name"": ""good vs evil""}, {""id"": 14751, ""name"": ""youth""}, {""id"": 15017, ""name"": ""danger""}, {""id"": 187710, ""name"": ""escapade""}, {""id"": 193545, ""name"": ""young heroes""}, {""id"": 193546, ""name"": ""siblings relations""}, {""id"": 193551, ""name"": ""vigilantism""}, {""id"": 193552, ""name"": ""heroic mission""}, {""id"": 206691, ""name"": ""buddies""}, {""id"": 206694, ""name"": ""master villain""}, {""id"": 206695, ""name"": ""master warrior""}, {""id"": 206696, ""name"": ""contests and competitions""}]",en,2.645722,"[{""name"": ""TriStar Pictures"", ""id"": 559}, {""name"": ""Sheen Productions"", ""id"": 27085}, {""name"": ""Ben-Ami/Leeds Productions"", ""id"": 37015}]","[{""iso_3166_1"": ""JP"", ""name"": ""Japan""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1994-05-06,0,93.0,3 Ninjas Kick Back,4.5,48
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]","[{""id"": 2249, ""name"": ""camcorder""}, {""id"": 3297, ""name"": ""videoband""}, {""id"": 6262, ""name"": ""delusion""}, {""id"": 7321, ""name"": ""nuclear power plant""}, {""id"": 34053, ""name"": ""video store""}]",en,17.662683,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Partizan"", ""id"": 1784}, {""name"": ""Focus Features"", ""id"": 10146}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2008-01-20,0,102.0,Be Kind Rewind,6.2,424
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]","[{""id"": 1956, ""name"": ""world war ii""}, {""id"": 4129, ""name"": ""widow""}, {""id"": 4344, ""name"": ""musical""}, {""id"": 6034, ""name"": ""theatre milieu""}, {""id"": 8979, ""name"": ""nacktrevue""}, {""id"": 194610, ""name"": ""variety""}]",en,2.894154,[],"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2005-09-09,0,103.0,Mrs Henderson Presents,6.4,62
20000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]","[{""id"": 10051, ""name"": ""heist""}, {""id"": 10085, ""name"": ""betrayal""}, {""id"": 11719, ""name"": ""dirty cop""}]",en,29.371987,"[{""name"": ""Worldview Entertainment"", ""id"": 9015}, {""name"": ""Anonymous Content"", ""id"": 30420}, {""name"": ""MadRiver Pictures"", ""id"": 73493}, {""name"": ""Sierra Pictures"", ""id"": 78595}, {""name"": ""Surefire Capital"", ""id"": 78596}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-02-19,12639297,115.0,Triple 9,5.6,797
20000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]","[{""id"": 242, ""name"": ""new york""}, {""id"": 5914, ""name"": ""writer's block""}, {""id"": 6255, ""name"": ""insanity""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 10818, ""name"": ""author""}]",en,11.352693,"[{""name"": ""Fine Line Features"", ""id"": 8}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1997-08-26,10686841,96.0,Deconstructing Harry,7.3,187
20000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]","[{""id"": 237, ""name"": ""gay""}, {""id"": 1691, ""name"": ""dance""}, {""id"": 2301, ""name"": ""architect""}, {""id"": 2679, ""name"": ""artist""}, {""id"": 2683, ""name"": ""tango""}, {""id"": 4480, ""name"": ""business man""}, {""id"": 5265, ""name"": ""spying""}, {""id"": 6281, ""name"": ""partnership""}, {""id"": 6351, ""name"": ""chief executive officer""}, {""id"": 9758, ""name"": ""deception""}, {""id"": 188843, ""name"": ""business partner""}, {""id"": 229299, ""name"": ""affair""}]",en,7.553773,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999-10-22,0,98.0,Three to Tango,5.4,62
20000000,"[{""id"": 18, ""name"": ""Drama""}]","[{""id"": 212, ""name"": ""london england""}, {""id"": 1650, ""name"": ""cook""}, {""id"": 1946, ""name"": ""restaurant""}, {""id"": 2992, ""name"": ""diva""}, {""id"": 3658, ""name"": ""career""}, {""id"": 3914, ""name"": ""kitchen""}, {""id"": 11436, ""name"": ""redemption""}, {""id"": 14964, ""name"": ""drug""}, {""id"": 18179, ""name"": ""drug addict""}, {""id"": 18293, ""name"": ""chef""}, {""id"": 223064, ""name"": ""come back""}]",en,30.477114,"[{""name"": ""Double Feature Films"", ""id"": 215}, {""name"": ""PeaPie Films"", ""id"": 32243}, {""name"": ""3 Arts Entertainment"", ""id"": 36390}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-10-02,36606743,100.0,Burnt,6.3,950
20000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]","[{""id"": 378, ""name"": ""prison""}, {""id"": 1563, ""name"": ""prisoner""}, {""id"": 10183, ""name"": ""independent film""}]",en,9.927018,"[{""name"": ""Paramount Pictures"", ""id"": 4}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1989-12-15,0,106.0,We're No Angels,5.6,105
20000000,"[{""id"": 10402, ""name"": ""Music""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]","[{""id"": 90, ""name"": ""paris""}, {""id"": 110, ""name"": ""venice""}, {""id"": 596, ""name"": ""adultery""}, {""id"": 642, ""name"": ""robbery""}, {""id"": 725, ""name"": ""lovesickness""}, {""id"": 733, ""name"": ""dancer""}, {""id"": 822, ""name"": ""airport""}, {""id"": 978, ""name"": ""broken engagement""}, {""id"": 1326, ""name"": ""infidelity""}, {""id"": 1407, ""name"": ""montmartre""}, {""id"": 1442, ""name"": ""winter""}, {""id"": 1459, ""name"": ""marriage proposal""}, {""id"": 1605, ""name"": ""new love""}, {""id"": 1946, ""name"": ""restaurant""}, {""id"": 3282, ""name"": ""gondola""}, {""id"": 3335, ""name"": ""halloween""}, {""id"": 3525, ""name"": ""racehorse""}, {""id"": 4320, ""name"": ""lover""}, {""id"": 4344, ""name"": ""musical""}, {""id"": 4412, ""name"": ""grandfather""}, {""id"": 4543, ""name"": ""thanksgiving""}, {""id"": 4992, ""name"": ""senility""}, {""id"": 5159, ""name"": ""tourist""}, {""id"": 6921, ""name"": ""jogging""}, {""id"": 8778, ""name"": ""atheist""}, {""id"": 10041, ""name"": ""dysfunctional family""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 10235, ""name"": ""family relationships""}, {""id"": 10325, ""name"": ""mistaken identity""}, {""id"": 10329, ""name"": ""wealth""}, {""id"": 11436, ""name"": ""redemption""}, {""id"": 11510, ""name"": ""unfaithfulness""}, {""id"": 11612, ""name"": ""hospital""}, {""id"": 12372, ""name"": ""lingerie slip""}, {""id"": 12414, ""name"": ""escaped convict""}, {""id"": 12990, ""name"": ""singing""}, {""id"": 13097, ""name"": ""maid""}, {""id"": 14512, ""name"": ""new york city""}, {""id"": 15160, ""name"": ""divorce""}, {""id"": 33556, ""name"": ""urban setting""}, {""id"": 33965, ""name"": ""christmas eve""}, {""id"": 34117, ""name"": ""cult film""}, {""id"": 40950, ""name"": ""waiter""}, {""id"": 156112, ""name"": ""wake""}, {""id"": 156237, ""name"": ""jewelry store""}, {""id"": 159876, ""name"": ""unwanted kiss""}, {""id"": 160322, ""name"": ""funeral home""}, {""id"": 161287, ""name"": ""central park""}, {""id"": 162846, ""name"": ""ghost""}, {""id"": 165301, ""name"": ""opposites attract""}, {""id"": 172418, ""name"": ""engagement ring""}, {""id"": 174116, ""name"": ""jumping rope""}, {""id"": 178883, ""name"": ""autumn""}, {""id"": 180193, ""name"": ""trick or treating""}, {""id"": 187844, ""name"": ""flashback""}, {""id"": 188667, ""name"": ""park avenue""}, {""id"": 190161, ""name"": ""parolee""}, {""id"": 197362, ""name"": ""x-ray""}, {""id"": 199232, ""name"": ""jeweler""}, {""id"": 208764, ""name"": ""fianc\u00e9e""}]",en,12.379781,"[{""name"": ""Miramax Films"", ""id"": 14}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1996-12-06,0,101.0,Everyone Says I Love You,6.5,147
20000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]","[{""id"": 697, ""name"": ""loss of son""}, {""id"": 1522, ""name"": ""repayment""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 10726, ""name"": ""gang""}, {""id"": 11522, ""name"": ""police officer killed""}, {""id"": 11612, ""name"": ""hospital""}, {""id"": 14687, ""name"": ""extreme violence""}, {""id"": 15108, ""name"": ""justice""}, {""id"": 160488, ""name"": ""hoodlum""}, {""id"": 160543, ""name"": ""semiautomatic pistol""}, {""id"": 172353, ""name"": ""finger gun""}]",en,12.643703,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Baldwin Entertainment Group"", ""id"": 2234}, {""name"": ""Hyde Park Entertainment"", ""id"": 13816}, {""name"": ""Brass Hat Films"", ""id"": 13817}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-08-31,16974459,105.0,Death Sentence,6.5,297
21000000,"[{""id"": 18, ""name"": ""Drama""}]","[{""id"": 10235, ""name"": ""family relationships""}, {""id"": 13005, ""name"": ""doctor""}, {""id"": 18115, ""name"": ""retired""}, {""id"": 33364, ""name"": ""visit""}, {""id"": 33476, ""name"": ""widower""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 204267, ""name"": ""heart trouble""}]",en,15.440465,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Hollywood Gang Productions"", ""id"": 2994}, {""name"": ""Radar Pictures"", ""id"": 14718}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-12-04,0,99.0,Everybody's Fine,6.5,284
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]","[{""id"": 1009, ""name"": ""baby""}, {""id"": 1480, ""name"": ""baseball""}, {""id"": 2878, ""name"": ""scientific study""}, {""id"": 6104, ""name"": ""computer""}, {""id"": 6257, ""name"": ""genius""}, {""id"": 9678, ""name"": ""mind control""}, {""id"": 10842, ""name"": ""good vs evil""}, {""id"": 234456, ""name"": ""baby geniuses""}]",en,5.886228,"[{""name"": ""Crystal Sky Worldwide"", ""id"": 4077}, {""name"": ""Triumph Films"", ""id"": 23098}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-08-27,9109322,88.0,Superbabies: Baby Geniuses 2,1.9,35
0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]","[{""id"": 2281, ""name"": ""mistake in person""}, {""id"": 3864, ""name"": ""false identity""}, {""id"": 6163, ""name"": ""arms dealer""}, {""id"": 8015, ""name"": ""cop""}, {""id"": 15090, ""name"": ""police officer""}, {""id"": 33780, ""name"": ""dentist""}]",en,6.925645,"[{""name"": ""New Line Cinema"", ""id"": 12}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-09-08,12382362,83.0,The Man,5.4,133
20000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",[],en,9.36146,"[{""name"": ""New Line Cinema"", ""id"": 12}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-01-05,10337477,84.0,Code Name: The Cleaner,4.7,78
20000000,"[{""id"": 35, ""name"": ""Comedy""}]","[{""id"": 237, ""name"": ""gay""}, {""id"": 824, ""name"": ""drag queen""}, {""id"": 10325, ""name"": ""mistaken identity""}]",en,6.102663,"[{""name"": ""Universal Pictures"", ""id"": 33}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-04-16,11341016,98.0,Connie and Carla,6.4,24
8000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]","[{""id"": 978, ""name"": ""broken engagement""}, {""id"": 3447, ""name"": ""charity""}, {""id"": 6562, ""name"": ""celebrity""}, {""id"": 10703, ""name"": ""tragic love""}, {""id"": 155513, ""name"": ""dancehall girl""}, {""id"": 158375, ""name"": ""based on stage musical""}, {""id"": 165317, ""name"": ""based on film""}]",en,0.709143,"[{""name"": ""Universal Pictures"", ""id"": 33}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1969-01-01,20000000,149.0,Sweet Charity,6.5,15
20000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]","[{""id"": 818, ""name"": ""based on novel""}, {""id"": 1228, ""name"": ""1970s""}, {""id"": 11168, ""name"": ""private investigator""}, {""id"": 11492, ""name"": ""smoking marijuana""}, {""id"": 12670, ""name"": ""los angeles""}, {""id"": 208992, ""name"": ""1960s""}]",en,45.742217,"[{""name"": ""Ghoulardi Film Company"", ""id"": 178}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""IAC Films"", ""id"": 93105}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-12-25,11110975,148.0,Inherent Vice,6.5,833
0,"[{""id"": 10751, ""name"": ""Family""}]",[],en,1.682839,[],"[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-02-24,0,85.0,Doogal,3.2,18
20000000,"[{""id"": 10402, ""name"": ""Music""}, {""id"": 18, ""name"": ""Drama""}]","[{""id"": 4344, ""name"": ""musical""}, {""id"": 209714, ""name"": ""3d""}]",en,8.237336,"[{""name"": ""Screen Gems"", ""id"": 3287}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-09-21,16549477,110.0,Battle of the Year,5.9,88
20000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}]","[{""id"": 949, ""name"": ""terrorist""}, {""id"": 9755, ""name"": ""parody""}, {""id"": 180415, ""name"": ""documentary filmmaker""}, {""id"": 197638, ""name"": ""sattire""}]",en,2.605374,"[{""name"": ""Mpower Pictures"", ""id"": 5294}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-10-03,7000000,83.0,An American Carol,4.1,20
12000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]","[{""id"": 534, ""name"": ""mexico""}, {""id"": 833, ""name"": ""white house""}, {""id"": 3312, ""name"": ""nuclear missile""}, {""id"": 3544, ""name"": ""machete""}, {""id"": 12405, ""name"": ""outer space""}]",en,29.072964,"[{""name"": ""Open Road Films"", ""id"": 10427}, {""name"": ""Overnight Films"", ""id"": 10808}, {""name"": ""AR Films"", ""id"": 11005}, {""name"": ""Aldamisa Entertainment"", ""id"": 11006}, {""name"": ""Demarest Films"", ""id"": 13241}, {""name"": ""1821 Pictures"", ""id"": 14358}, {""name"": ""Quick Draw Productions"", ""id"": 25608}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-09-12,15008161,107.0,Machete Kills,5.3,631
22000000,"[{""id"": 27, ""name"": ""Horror""}]","[{""id"": 5812, ""name"": ""bad boss""}, {""id"": 7717, ""name"": ""evil mother""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 33740, ""name"": ""humiliation""}, {""id"": 198780, ""name"": ""obedience""}]",en,1.322528,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Hard Eight Pictures"", ""id"": 48772}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-03-14,0,100.0,Willard,5.8,82
0,"[{""id"": 35, ""name"": ""Comedy""}]","[{""id"": 2571, ""name"": ""tv show""}, {""id"": 2597, ""name"": ""bigfoot""}]",en,4.961306,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Happy Madison Productions"", ""id"": 2608}, {""name"": ""Pelican Productions LLC"", ""id"": 3251}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-02-01,6575282,87.0,Strange Wilderness,4.7,69
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]","[{""id"": 549, ""name"": ""prostitute""}, {""id"": 4344, ""name"": ""musical""}, {""id"": 5565, ""name"": ""biography""}, {""id"": 10904, ""name"": ""telephone call""}, {""id"": 11333, ""name"": ""cigar smoking""}, {""id"": 33719, ""name"": ""drink""}, {""id"": 40831, ""name"": ""\u00a0gilbert and sullivan""}, {""id"": 40832, ""name"": ""gilbert and sullivan's princess ida""}, {""id"": 40837, ""name"": ""piano duet""}, {""id"": 40838, ""name"": ""lyricist""}, {""id"": 40984, ""name"": ""exhibition""}]",en,8.628519,"[{""name"": ""Newmarket Capital Group"", ""id"": 506}, {""name"": ""Goldwyn Films"", ""id"": 720}, {""name"": ""The Greenlight Fund"", ""id"": 821}, {""name"": ""Thin Man Films"", ""id"": 10100}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999-09-03,0,160.0,Topsy-Turvy,6.7,41
