budget,genres,original_language,popularity,production_companies,production_countries,release_date,revenue,runtime,title,vote_average,vote_count,cast
35000000,"Comedy, Romance",en,18.38292,"Escape Artists, CBS Films",United States of America,2010-04-23,77477008,106.0,The Back-Up Plan,5.7,458,"Jennifer Lopez, Alex O'Loughlin, Danneel Ackles, Eric Christian Olsen, Anthony Anderson, Noureen DeWulf, Melissa McCarthy, Tom Bosley, Maribeth Monroe, Linda Lavin"
35000000,"Comedy, Drama, Romance",en,14.029012,"Alcon Entertainment, Wild Ocean Films, 2S Films",United States of America,2011-05-05,59901913,112.0,Something Borrowed,5.9,296,"Kate Hudson, Ginnifer Goodwin, John Krasinski, Colin Egglesfield, Ashley Williams, Steve Howey, Jill Eikenberry, Leia Thompson, Sarah Baldwin, Lindsay Ryan"
35000000,"Comedy, Family",en,6.889633,Paramount Pictures,United States of America,1976-04-07,35323292,102.0,The Bad News Bears,6.9,97,"Walter Matthau, Tatum O'Neal, Ben Piazza, Vic Morrow, Erin Blunt, Jackie Earle Haley, Gary Lee Cavagnaro, Joyce Van Patten, Jaime Escobedo, Scott Firestone"
35000000,"Action, Adventure, Thriller",en,19.286099,"Universal Pictures, Capcom","Japan, United States of America",1994-12-22,99423521,102.0,Street Fighter,4.1,325,"Jean-Claude Van Damme, Ming-Na Wen, Damian Chapa, Kylie Minogue, Wes Studi, Byron Mann, Roshan Seth, Grand L. Bush, Jay Tavare"
35000000,"Drama, War",en,50.587541,"Bac Films, Canal+Polska, Heritage Films, Studio Babelsberg, Agencja Produkcji Filmowej, Beverly Detroit, FilmFernsehFonds Bayern, Filmboard Berlin-Brandenburg (FBB), Mainstream S.A., R.P. Productions, StudioCanal, Canal+, Interscope Communications, Telewizja Polska (TVP), Runteam","France, Germany, Poland, United Kingdom",2002-09-24,120072577,150.0,The Pianist,8.0,1864,"Adrien Brody, Thomas Kretschmann, Frank Finlay, Maureen Lipman, Emilia Fox, Ed Stoppard, Julia Rayner, Jessica Kate Meyer, Michal Zebrowski, Wanja Mues"
40000000,Horror,en,17.157738,"Village Roadshow Pictures, Dark Castle Entertainment, Warner Bros.",United States of America,2005-04-30,68766121,113.0,House of Wax,5.5,677,"Elisha Cuthbert, Paris Hilton, Brian Van Holt, Jared Padalecki, Chad Michael Murray, Jon Abrahams, Robert Ri'chard, Thomas Adamson, Dragicia Debert, Murray Smith"
27000000,"Drama, Romance",en,22.636908,Columbia Pictures,United States of America,2004-12-01,115505027,104.0,Closer,6.7,811,"Julia Roberts, Jude Law, Natalie Portman, Clive Owen, Colin Stinton, Nick Hobbs, Steve Benham, Elizabeth Bower, Ray Donn, Daniel Dresner"
35000000,"Drama, Crime, History",en,28.069419,"Imagine Entertainment, Malpaso Productions, Wintergreen Productions",United States of America,2011-11-09,84606030,137.0,J. Edgar,6.0,741,"Leonardo DiCaprio, Josh Hamilton, Geoff Pierson, Armie Hammer, Naomi Watts, Judi Dench, Gunner Wright, Kaitlyn Dever, Adam Driver, Ed Westwick"
35000000,"Horror, Mystery, Thriller",en,19.774543,"Regency Enterprises, Castel Film Romania, ASAF, New Regency Pictures, Luna Pictures","Romania, United States of America",2008-08-15,72436439,110.0,Mirrors,6.0,485,"Kiefer Sutherland, Paula Patton, Amy Smart, Cameron Boyce, Erica Gluck, Jason Flemyng, Darren Kent, Ezra Buzzington, Julian Glover"
35000000,"Drama, Fantasy, Horror",en,11.644243,"Village Roadshow Pictures, NPV Entertainment, Warner Bros., WV Films LLC, Material","Australia, United States of America",2002-02-10,45479110,101.0,Queen of the Damned,5.4,239,"Stuart Townsend, Aaliyah, Marguerite Moreau, Paul McGann, Lena Olin, Claudia Black, Bruce Spence, Christian Manon, Matthew Newton"
35000000,"Science Fiction, Action, Thriller",en,27.934978,"Twentieth Century Fox Film Corporation, Lawrence Gordon Productions, Davis Entertainment, Silver Pictures",United States of America,1990-11-20,57120318,108.0,Predator 2,5.9,730,"Kevin Peter Hall, Danny Glover, Gary Busey, Bill Paxton, Adam Baldwin, Robert Davi, Kent McCord, Morton Downey, Jr."
35000000,Drama,en,12.677505,"Lakeshore Entertainment, Cohen/Pearl Productions, Screen Gems",United States of America,2008-01-22,32483410,101.0,Untraceable,5.9,238,"Diane Lane, Billy Burke, Colin Hanks, Joseph Cross, Mary Beth Hurt, Peter Lewis, Perla Haney-Jardine, Tim DeZam, Christopher Cousins, Jesse Tyler Ferguson"
35000000,"Comedy, Romance",en,8.737058,"New Line Cinema, Forge, Midnight Sun Pictures",United States of America,1999-02-12,40263020,112.0,Blast from the Past,6.3,245,"Brendan Fraser, Alicia Silverstone, Christopher Walken, Sissy Spacek, Nathan Fillion, Dave Foley, Joey Slotnick, Mary Ann Hermansen, Deborah Kellner, Don Yesso"
35000000,Science Fiction,en,12.343507,"Dino De Laurentiis Company, Starling Films",United States of America,1980-09-01,27107960,111.0,Flash Gordon,6.1,233,"Sam J. Jones, Melody Anderson, Max von Sydow, Chaim Topol, Ornella Muti, Timothy Dalton, Brian Blessed, Peter Wyngarde, Mariangela Melato, John Osborne"
35000000,"Comedy, Romance",en,14.699342,"Miramax Films, Beverly Detroit, View Askew Productions, Close Call Films",United States of America,2004-03-25,36098382,102.0,Jersey Girl,5.8,325,"Ben Affleck, Raquel Castro, Liv Tyler, Jennifer Lopez, George Carlin, Jennifer Schwalbach Smith, Will Smith, Stephen Root, Mike Starr, Jason Biggs"
45000000,"Action, Thriller, Crime, Mystery",en,14.513243,Summit Entertainment,United States of America,2012-10-18,30353232,101.0,Alex Cross,5.1,300,"Tyler Perry, Rachel Nichols, Jean Reno, Matthew Fox, Giancarlo Esposito, Edward Burns, Cicely Tyson, John C. McGinley, Chad Lindberg, Carmen Ejogo"
35000000,"Crime, Drama, Mystery, Thriller",en,5.525544,"Warner Bros., Malpaso Company",United States of America,1997-11-21,25105255,155.0,Midnight in the Garden of Good and Evil,6.3,157,"John Cusack, Kevin Spacey, Jude Law, Alison Eastwood, Jack Thompson, Irma P. Hall, Paul Hipp, Lady Chablis, Kim Hunter, Geoffrey Lewis"
8900000,"Crime, Action, Thriller",en,15.079993,"Emmett/Furla Films, Silver Plane Films, Mass Hysteria Entertainment, Tri Vision Pictures",United States of America,2015-11-13,4100000,93.0,Heist,5.6,318,"Jeffrey Dean Morgan, Robert De Niro, Kate Bosworth, Dave Bautista, Gina Carano, Mark-Paul Gosselaar, D. B. Sweeney, Morris Chestnut, Summer Altice, Rosie Fellner"
35000000,"Comedy, Fantasy",en,23.835055,"Universal Pictures, Three Strange Angels, Studio Canal, Relativity Media, Working Title Films","United States of America, United Kingdom, France",2010-03-26,93246388,109.0,Nanny McPhee and the Big Bang,6.0,436,"Emma Thompson, Asa Butterfield, Ralph Fiennes, Maggie Gyllenhaal, Maggie Smith, Rhys Ifans, Daniel Mays, Bill Bailey, Ewan McGregor, Eros Vlahos"
30000000,"Drama, Mystery, Science Fiction, Thriller",en,25.454549,"Twentieth Century Fox Film Corporation, Ten Thirteen Productions, Dune Entertainment III, Crying Box Productions","Canada, United States of America",2008-07-24,68369434,104.0,The X Files: I Want to Believe,5.5,523,"David Duchovny, Gillian Anderson, Amanda Peet, Billy Connolly, Xzibit, Mitch Pileggi, Callum Keith Rennie, Adam Godley, Alex Diakun, Nicki Aycox"
31000000,"Family, Fantasy, Comedy",en,22.71592,"World 2000 Entertainment, Enchanted Productions","Ireland, United Kingdom",2004-04-09,27388767,96.0,Ella Enchanted,5.9,437,"Anne Hathaway, Hugh Dancy, Cary Elwes, Vivica A. Fox, Joanna Lumley, Jimi Mistry, Steve Coogan, Aidan McArdle, Heidi Klum, Jim Carter"
35000000,Drama,en,35.120736,"Columbia Pictures, Village Roadshow Pictures, Scott Free Productions, LStar Capital, The Cantillon Company, The Shuman Company","Australia, United States of America, United Kingdom",2015-11-12,50363790,123.0,Concussion,7.0,823,"Will Smith, Alec Baldwin, Albert Brooks, Gugu Mbatha-Raw, David Morse, Arliss Howard, Mike O'Malley, Eddie Marsan, Hill Harper, Adewale Akinnuoye-Agbaje"
35000000,"Thriller, Action, Mystery",en,19.893646,"Lions Gate Films, Vertigo Entertainment, Gotham Group, Tailor Made, Mango Farms, Quick Six Entertainment",United States of America,2011-09-22,82087155,106.0,Abduction,5.6,961,"Taylor Lautner, Lily Collins, Alfred Molina, Jason Isaacs, Maria Bello, Michael Nyqvist, Sigourney Weaver, Dermot Mulroney, Antonique Smith"
35000000,"Animation, Family, Adventure",en,14.051852,"Vanguard Films, Scanbox",United Kingdom,2005-03-25,19478106,76.0,Valiant,5.2,235,"Ewan McGregor, Ricky Gervais, Tim Curry, Jim Broadbent, Hugh Laurie, John Cleese, John Hurt, Pip Torrens, Rik Mayall, Olivia Williams"
35000000,"Action, Comedy, Science Fiction",en,19.088655,Dimension Films,United States of America,2008-03-27,25871834,85.0,Superhero Movie,4.9,379,"Drake Bell, Sara Paxton, Leslie Nielsen, Christopher McDonald, Jeffrey Tambor, Pamela Anderson, Kevin Hart, Marion Ross, Ryan Hansen, Keith David"
56000000,"Thriller, Crime, Drama",en,29.490057,"Regency Enterprises, Inferno International, 1984 Private Defense Contractors, Closest to the Hole Productions, New Regency Pictures, Emmett/Furla Films, Envision Entertainment Corporation, Black Bear Pictures, Leverage Communications",United States of America,2013-01-18,19701164,109.0,Broken City,5.7,593,"Mark Wahlberg, Russell Crowe, Catherine Zeta-Jones, Jeffrey Wright, Barry Pepper, Alona Tal, Natalie Martinez, Michael Beach, Kyle Chandler, James Ransone"
35000000,"Horror, Comedy",en,11.195593,"Craven-Maddalena Films, Outerbanks Entertainment, Dimension Films, Kalis Productions GmbH & Co. Zweite KG","Germany, United States of America",2005-02-25,19294901,97.0,Cursed,5.1,167,"Portia de Rossi, Christina Ricci, Jesse Eisenberg, Milo Ventimiglia, Judy Greer, Shannon Elizabeth, Kristina Anapau, Daniel Edward Mora, Jonny Acker"
35000000,"Crime, Action, Thriller",en,17.709888,Pariah Entertainment Group,United States of America,2012-08-24,31083599,91.0,Premium Rush,6.2,832,"Joseph Gordon-Levitt, Michael Shannon, Dania Ramirez, Jamie Chung, Aasif Mandvi, Christopher Place, Tet Wada, Aaron Tveit, Lauren Ashley Carter"
35000000,"Action, Comedy, Crime",en,18.262017,"New Line Cinema, Warner Bros., Metro-Goldwyn-Mayer (MGM), Pacific Standard",United States of America,2015-05-08,51680201,87.0,Hot Pursuit,5.4,647,"Reese Witherspoon, Michael Mosley, John Carroll Lynch, Richard T. Jones, Jodi Lyn Brockton, Robert Kazinsky, Matthew Del Negro, Mike Birbiglia, Jaylen Moore"
35000000,"War, Adventure, Drama, Romance",en,10.10364,"Paramount Pictures, Miramax Films, Marty Katz Productions, Jaffilms Inc., Dune Films, Belhaven Limited","United Kingdom, United States of America",2002-09-08,29882645,132.0,The Four Feathers,6.5,159,"Heath Ledger, Wes Bentley, Kate Hudson, Djimon Hounsou, Michael Sheen, Kris Marshall, Mohamed Bouich, Campbell Brown, Daniel Caltagirone, James Cosmo"
35000000,"Action, Crime",en,28.670477,SND,United States of America,2013-01-23,46216641,118.0,Parker,5.7,1455,"Jason Statham, Jennifer Lopez, Nick Nolte, Michael Chiklis, Clifton Collins Jr, Sala Baker, Carlos Carrasco, Wendell Pierce, Emma Booth, Daniel Bernhardt"
31000000,"Comedy, Romance",en,16.736734,Universal Pictures,"France, United Kingdom",2004-09-13,41512007,98.0,Wimbledon,6.0,293,"Kirsten Dunst, Paul Bettany, Sam Neill, James McAvoy, Bernard Hill, Austin Nichols, Jon Favreau, Nikolaj Coster-Waldau, Celia Imrie, John McEnroe"
35000000,Comedy,en,13.668633,"Summit Entertainment, Robert Simonds Productions, Participant Media, Imagenation Abu Dhabi FZ, Furry Vengeance Productions","United Arab Emirates, United States of America",2010-04-02,39340177,92.0,Furry Vengeance,4.6,149,"Brendan Fraser, Ken Jeong, Brooke Shields, Angela Kinsey, Rob Riggle, Matt Prokop, Skyler Samuels, Alice Drummond, Ricky Garcia, Eugene Cordero"
27000000,"Fantasy, Action, Adventure",en,9.904881,"Columbia Pictures Corporation, Barclays Mercantile Industrial Finance","Spain, United Kingdom, Italy, United States of America",1983-07-29,16519460,117.0,Krull,5.8,129,"Ken Marshall, Lysette Anthony, Francesca Annis, Alun Armstrong, David Battley, Bernard Bresslaw, Liam Neeson, John Welsh, Graham McGrath, Tony Church"
35000000,"Action, Adventure, Drama, History",en,9.789027,"Cruise/Wagner Productions, United Artists, Wildwood Enterprises, Andell Entertainment, Metro-Goldwyn-Mayer (MGM), Brat Na Pont Productions",United States of America,2007-10-22,63215872,92.0,Lions for Lambs,6.0,216,"Robert Redford, Meryl Streep, Tom Cruise, Andrew Garfield, Peter Berg, Derek Luke, Jennifer Sommerfeld"
35000000,"Comedy, Music",en,10.73522,"Columbia Pictures Corporation, Apatow Productions",United States of America,2007-12-21,18317151,96.0,Walk Hard: The Dewey Cox Story,6.6,212,"John C. Reilly, Jenna Fischer, Tim Meadows, Kristen Wiig, Raymond J. Barry, Harold Ramis, Margo Martindale, Chris Parnell, Matt Besser, David Krumholtz"
35000000,"Action, Western",en,6.727949,Morgan Creek Productions,United States of America,2001-08-17,13678913,94.0,American Outlaws,5.7,55,"Colin Farrell, Scott Caan, Ali Larter, Gabriel Macht, Gregory Smith, Kathy Bates, Timothy Dalton, Harris Yulin, Will McCormack, Ronny Cox"
35000000,"Drama, History, Romance",en,16.343317,GK Films,"United Kingdom, United States of America",2009-03-04,27409889,105.0,The Young Victoria,7.0,322,"Emily Blunt, Jim Broadbent, Mark Strong, Paul Bettany, Miranda Richardson, Rupert Friend, Jeanette Hain, Thomas Kretschmann, Michiel Huisman, Rachael Stirling"
40000000,"Action, Crime, Mystery, Thriller",en,14.818718,"StudioCanal, Dark Castle Entertainment, Don Carmody Productions, Warner Bros., Canadian Film or Video Production Tax Credit (CPTC), Ontario Media Development Corporation (OMDC), Manitoba Film and Video Production Tax Credit, McMurdo (Canada) Productions","Canada, France, United States of America",2009-09-09,12206028,101.0,Whiteout,5.3,220,"Kate Beckinsale, Gabriel Macht, Tom Skerritt, Columbus Short, Shawn Doyle, Alex O'Loughlin, Joel S. Keller, Jesse Todd, Arthur Holden, Erin Hickock"
32000000,"Drama, Fantasy",en,43.862456,"Fox Searchlight Pictures, Plan B Entertainment, River Road Entertainment",United States of America,2011-05-18,54674226,139.0,The Tree of Life,6.5,987,"Brad Pitt, Sean Penn, Jessica Chastain, Hunter McCracken, Finnegan Williams, Michael Koeth, Laramie Eppler, Tye Sheridan, Kari Matchett, Joanna Going"
35000000,"Action, Drama, Thriller, Crime",en,27.903999,"Open Road Films, QED International, Albert S. Ruddy Productions, Crave Films, Roth Films",United States of America,2014-03-28,17508518,110.0,Sabotage,5.5,555,"Arnold Schwarzenegger, Sam Worthington, Mireille Enos, Joe Manganiello, Harold Perrineau, Josh Holloway, Terrence Howard, Olivia Williams, Max Martini, Kevin Vance"
35000000,"Drama, Fantasy, Horror, Mystery, Romance, Thriller",en,3.746806,"Twentieth Century Fox Film Corporation, N1 European Film Produktions GmbH & Co. KG, Baumgarten Merims Productions","Germany, United States of America",2003-09-05,11560806,102.0,The Order,4.8,91,"Heath Ledger, Shannyn Sossamon, Mark Addy, Peter Weller, Francesco Carnelutti, Mattia Sbragia, Paola Emilia Villa, Giulia Lombardi, Mirko Casaburo"
20500000,"Action, Crime",en,17.112498,"Lionsgate, MHF Zweite Academy Film, Marvel Knights, Valhalla Motion Pictures, SGF Entertainment, Muse Entertainment","Canada, Germany, United States of America",2008-12-05,10089373,102.0,Punisher: War Zone,5.6,294,"Ray Stevenson, Dominic West, Julie Benz, Colin Salmon, Doug Hutchison, Dash Mihok, Wayne Knight, Stephanie Janusauskas, Mark Camacho, Romano Orzari"
35000000,"Family, Fantasy, Comedy",en,10.304172,"Columbia Pictures, Revolution Studios",United States of America,2006-08-11,12506188,83.0,Zoom,4.9,135,"Tim Allen, Courteney Cox, Chevy Chase, Spencer Breslin, Kevin Zegers, Kate Mara, Michael Cassidy, Ryan Newman, Rip Torn, Cornelia Guest"
35000000,"Adventure, Drama, Thriller",en,37.335721,"TriStar Pictures, Sony Pictures Entertainment, ImageMovers",United States of America,2015-09-30,61181942,123.0,The Walk,6.9,1121,"Joseph Gordon-Levitt, Ben Kingsley, Charlotte Le Bon, Ben Schwartz, James Badge Dale, Steve Valentine, Mark Camacho, Sergio Di Zio, Kwasi Songui"
35000000,"Comedy, Drama, Romance",en,16.782471,"Fox 2000 Pictures, Scott Free Productions",United States of America,2006-09-09,42064105,118.0,A Good Year,6.5,357,"Russell Crowe, Marion Cotillard, Albert Finney, Tom Hollander, Abbie Cornish, Freddie Highmore, Didier Bourdon, Isabelle Candelier, Archie Panjabi, Rafe Spall"
35000000,Drama,en,3.503408,"Columbia Pictures, Stonebridge Entertainment, Donner/Shuler-Donner Productions",United States of America,1992-02-21,4651977,114.0,Radio Flyer,6.6,53,"Elijah Wood, Lorraine Bracco, Adam Baldwin, John Heard, Joseph Mazzello, Ben Johnson, Tom Hanks, Thomas Ian Nicholas, Garette Ratliff Henson, Sean Baca"
35000000,"Thriller, Crime, Romance",en,9.07278,"Epsilon Motion Pictures, Quinta Communications","Switzerland, France",2002-11-06,16838910,114.0,Femme Fatale,6.2,142,"Rebecca Romijn, Antonio Banderas, Peter Coyote, Rie Rasmussen, Gregg Henry, Eriq Ebouaney, Edouard Montoute, Jo Prestia, Fiona Curzon"
35000000,"War, Adventure, Drama, Romance",en,2.877488,Canal+,France,1995-09-20,15000000,135.0,The Horseman on the Roof,6.7,25,"Juliette Binoche, Olivier Martinez, Pierre Arditi, Jean Yanne, Claudio Amendola, Christiane Cohendy, Tony Lemiere"
38000000,"Drama, War, Romance, Western",en,5.516207,"Universal Pictures, Good Machine",United States of America,1999-11-24,635096,138.0,Ride with the Devil,6.6,49,"Tobey Maguire, Skeet Ulrich, Jeffrey Wright, Jewel, Jonathan Rhys Meyers, Jim Caviezel, Simon Baker, Mark Ruffalo, Tom Wilkinson, John Judd"
35000000,"Action, Comedy, Western, Crime",es,20.27704,"Ultra Films, TF1 Films Production, Canal+, TPS Star, EuropaCorp, A.J.O.Z. Films","United States of America, France, Mexico",2006-01-18,10496317,93.0,Bandidas,5.8,307,"Salma Hayek, Dwight Yoakam, Steve Zahn, Denis Arndt, Audra Blaser, Sam Shepard, Ismael 'East' Carlo, Gary Carlos Cervantes"
34000000,"Action, Mystery, Science Fiction, Thriller",en,131.815575,"Ingenious Media, Twentieth Century Fox Film Corporation, Gotham Group, Dayday Films, Temple Hill Entertainment, TSG Entertainment",United States of America,2014-09-10,348319861,113.0,The Maze Runner,7.0,5371,"Dylan O'Brien, Ki Hong Lee, Kaya Scodelario, Aml Ameen, Blake Cooper, Thomas Brodie-Sangster, Will Poulter, Dexter Darden, Chris Sheffield, Joe Adler"
35000000,Comedy,en,16.832312,"Studio Babelsberg, Regency Enterprises, Escape Artists, New Regency Pictures",United States of America,2015-03-05,14431253,91.0,Unfinished Business,5.0,320,"Vince Vaughn, Dave Franco, James Marsden, June Diane Raphael, Sienna Miller, Nick Frost, Tom Wilkinson, Ella Anderson, Anastasia Sanidopoulos Mousis, Susan Garibotto"
